Unnamed: 0,Region/Country/Area,Year,Series,Value,Latitude,Longitude
1292,Namibia,2023,"Seats held by women in national parliament, as of February (%)",44.2,-22,17
1293,Nauru,2000,"Seats held by women in national parliament, as of February (%)",0,-0.53,166.92
1294,Nauru,2005,"Seats held by women in national parliament, as of February (%)",0,-0.53,166.92
1295,Nauru,2010,"Seats held by women in national parliament, as of February (%)",0,-0.53,166.92
1296,Nauru,2015,"Seats held by women in national parliament, as of February (%)",5.3,-0.53,166.92
1297,Nauru,2018,"Seats held by women in national parliament, as of February (%)",10.5,-0.53,166.92
1298,Nauru,2020,"Seats held by women in national parliament, as of February (%)",10.5,-0.53,166.92
1299,Nauru,2021,"Seats held by women in national parliament, as of February (%)",10.5,-0.53,166.92
1300,Nauru,2022,"Seats held by women in national parliament, as of February (%)",10.5,-0.53,166.92
1301,Nauru,2023,"Seats held by women in national parliament, as of February (%)",10.5,-0.53,166.92
1302,Nepal,2000,"Seats held by women in national parliament, as of February (%)",5.9,28,84
1303,Nepal,2010,"Seats held by women in national parliament, as of February (%)",33.2,28,84
1304,Nepal,2015,"Seats held by women in national parliament, as of February (%)",29.5,28,84
1305,Nepal,2018,"Seats held by women in national parliament, as of February (%)",32.7,28,84
1306,Nepal,2020,"Seats held by women in national parliament, as of February (%)",32.7,28,84
1307,Nepal,2021,"Seats held by women in national parliament, as of February (%)",32.7,28,84
1308,Nepal,2022,"Seats held by women in national parliament, as of February (%)",33.6,28,84
1309,Nepal,2023,"Seats held by women in national parliament, as of February (%)",33.1,28,84
1310,Netherlands,2000,"Seats held by women in national parliament, as of February (%)",36,52.5,5.75
1311,Netherlands,2005,"Seats held by women in national parliament, as of February (%)",36.7,52.5,5.75
1312,Netherlands,2010,"Seats held by women in national parliament, as of February (%)",42,52.5,5.75
1313,Netherlands,2015,"Seats held by women in national parliament, as of February (%)",37.3,52.5,5.75
1314,Netherlands,2018,"Seats held by women in national parliament, as of February (%)",36,52.5,5.75
1315,Netherlands,2020,"Seats held by women in national parliament, as of February (%)",33.3,52.5,5.75
1316,Netherlands,2021,"Seats held by women in national parliament, as of February (%)",33.3,52.5,5.75
1317,Netherlands,2022,"Seats held by women in national parliament, as of February (%)",40.7,52.5,5.75
1318,Netherlands,2023,"Seats held by women in national parliament, as of February (%)",40.7,52.5,5.75
1319,New Zealand,2000,"Seats held by women in national parliament, as of February (%)",29.2,-41,174
1320,New Zealand,2005,"Seats held by women in national parliament, as of February (%)",28.3,-41,174
1321,New Zealand,2010,"Seats held by women in national parliament, as of February (%)",33.6,-41,174
1322,New Zealand,2015,"Seats held by women in national parliament, as of February (%)",31.4,-41,174
1323,New Zealand,2018,"Seats held by women in national parliament, as of February (%)",38.3,-41,174
1324,New Zealand,2020,"Seats held by women in national parliament, as of February (%)",40.8,-41,174
1325,New Zealand,2021,"Seats held by women in national parliament, as of February (%)",48.3,-41,174
1326,New Zealand,2022,"Seats held by women in national parliament, as of February (%)",49.2,-41,174
1327,New Zealand,2023,"Seats held by women in national parliament, as of February (%)",50,-41,174
1328,Nicaragua,2000,"Seats held by women in national parliament, as of February (%)",9.7,13,-85
1329,Nicaragua,2005,"Seats held by women in national parliament, as of February (%)",20.7,13,-85
1330,Nicaragua,2010,"Seats held by women in national parliament, as of February (%)",20.7,13,-85
1331,Nicaragua,2015,"Seats held by women in national parliament, as of February (%)",39.1,13,-85
1332,Nicaragua,2018,"Seats held by women in national parliament, as of February (%)",45.7,13,-85
1333,Nicaragua,2020,"Seats held by women in national parliament, as of February (%)",47.3,13,-85
1334,Nicaragua,2021,"Seats held by women in national parliament, as of February (%)",48.4,13,-85
1335,Nicaragua,2022,"Seats held by women in national parliament, as of February (%)",50.6,13,-85
1336,Nicaragua,2023,"Seats held by women in national parliament, as of February (%)",51.7,13,-85
1337,Niger,2000,"Seats held by women in national parliament, as of February (%)",1.2,16,8
1338,Niger,2005,"Seats held by women in national parliament, as of February (%)",12.4,16,8
1339,Niger,2010,"Seats held by women in national parliament, as of February (%)",9.7,16,8
1340,Niger,2015,"Seats held by women in national parliament, as of February (%)",13.3,16,8
1341,Niger,2018,"Seats held by women in national parliament, as of February (%)",17,16,8
1342,Niger,2020,"Seats held by women in national parliament, as of February (%)",17,16,8
1343,Niger,2021,"Seats held by women in national parliament, as of February (%)",25.9,16,8
1344,Niger,2022,"Seats held by women in national parliament, as of February (%)",25.9,16,8
1345,Niger,2023,"Seats held by women in national parliament, as of February (%)",30.7,16,8
1346,Nigeria,2005,"Seats held by women in national parliament, as of February (%)",4.7,10,8
1347,Nigeria,2010,"Seats held by women in national parliament, as of February (%)",7,10,8
1348,Nigeria,2015,"Seats held by women in national parliament, as of February (%)",6.7,10,8
1349,Nigeria,2018,"Seats held by women in national parliament, as of February (%)",5.6,10,8
1350,Nigeria,2020,"Seats held by women in national parliament, as of February (%)",3.4,10,8
1351,Nigeria,2021,"Seats held by women in national parliament, as of February (%)",3.6,10,8
1352,Nigeria,2022,"Seats held by women in national parliament, as of February (%)",3.6,10,8
1353,Nigeria,2023,"Seats held by women in national parliament, as of February (%)",3.6,10,8
1354,North Macedonia,2000,"Seats held by women in national parliament, as of February (%)",7.5,,
1355,North Macedonia,2005,"Seats held by women in national parliament, as of February (%)",19.2,,
1356,North Macedonia,2010,"Seats held by women in national parliament, as of February (%)",32.5,,
1357,North Macedonia,2015,"Seats held by women in national parliament, as of February (%)",33.3,,
1358,North Macedonia,2018,"Seats held by women in national parliament, as of February (%)",37.5,,
1359,North Macedonia,2020,"Seats held by women in national parliament, as of February (%)",40,,
1360,North Macedonia,2021,"Seats held by women in national parliament, as of February (%)",39.2,,
1361,North Macedonia,2022,"Seats held by women in national parliament, as of February (%)",41.7,,
1362,North Macedonia,2023,"Seats held by women in national parliament, as of February (%)",41.7,,
1363,Norway,2000,"Seats held by women in national parliament, as of February (%)",36.4,62,10
1364,Norway,2005,"Seats held by women in national parliament, as of February (%)",38.2,62,10
1365,Norway,2010,"Seats held by women in national parliament, as of February (%)",39.6,62,10
1366,Norway,2015,"Seats held by women in national parliament, as of February (%)",39.6,62,10
1367,Norway,2018,"Seats held by women in national parliament, as of February (%)",41.4,62,10
1368,Norway,2020,"Seats held by women in national parliament, as of February (%)",41.4,62,10
1369,Norway,2021,"Seats held by women in national parliament, as of February (%)",44.4,62,10
1370,Norway,2022,"Seats held by women in national parliament, as of February (%)",45,62,10
1371,Norway,2023,"Seats held by women in national parliament, as of February (%)",46.2,62,10
1372,Oman,2005,"Seats held by women in national parliament, as of February (%)",2.4,21,57
1373,Oman,2010,"Seats held by women in national parliament, as of February (%)",0,21,57
1374,Oman,2015,"Seats held by women in national parliament, as of February (%)",1.2,21,57
1375,Oman,2018,"Seats held by women in national parliament, as of February (%)",1.2,21,57
1376,Oman,2020,"Seats held by women in national parliament, as of February (%)",2.3,21,57
1377,Oman,2021,"Seats held by women in national parliament, as of February (%)",2.3,21,57
1378,Oman,2022,"Seats held by women in national parliament, as of February (%)",2.3,21,57
1379,Oman,2023,"Seats held by women in national parliament, as of February (%)",2.3,21,57
1380,Pakistan,2005,"Seats held by women in national parliament, as of February (%)",21.3,30,70
1381,Pakistan,2010,"Seats held by women in national parliament, as of February (%)",22.2,30,70
1382,Pakistan,2015,"Seats held by women in national parliament, as of February (%)",20.7,30,70
1383,Pakistan,2018,"Seats held by women in national parliament, as of February (%)",20.6,30,70
1384,Pakistan,2020,"Seats held by women in national parliament, as of February (%)",20.2,30,70
1385,Pakistan,2021,"Seats held by women in national parliament, as of February (%)",20.2,30,70
1386,Pakistan,2022,"Seats held by women in national parliament, as of February (%)",20.5,30,70
1387,Pakistan,2023,"Seats held by women in national parliament, as of February (%)",20.5,30,70
1388,Palau,2000,"Seats held by women in national parliament, as of February (%)",0,7.5,134.5
1389,Palau,2005,"Seats held by women in national parliament, as of February (%)",0,7.5,134.5
1390,Palau,2010,"Seats held by women in national parliament, as of February (%)",0,7.5,134.5
1391,Palau,2015,"Seats held by women in national parliament, as of February (%)",0,7.5,134.5
1392,Palau,2018,"Seats held by women in national parliament, as of February (%)",12.5,7.5,134.5
1393,Palau,2020,"Seats held by women in national parliament, as of February (%)",12.5,7.5,134.5
1394,Palau,2021,"Seats held by women in national parliament, as of February (%)",6.3,7.5,134.5
1395,Palau,2022,"Seats held by women in national parliament, as of February (%)",6.3,7.5,134.5
1396,Palau,2023,"Seats held by women in national parliament, as of February (%)",6.3,7.5,134.5
1397,Panama,2000,"Seats held by women in national parliament, as of February (%)",9.7,9,-80
1398,Panama,2005,"Seats held by women in national parliament, as of February (%)",16.7,9,-80
1399,Panama,2010,"Seats held by women in national parliament, as of February (%)",8.5,9,-80
1400,Panama,2015,"Seats held by women in national parliament, as of February (%)",19.3,9,-80
1401,Panama,2018,"Seats held by women in national parliament, as of February (%)",18.3,9,-80
1402,Panama,2020,"Seats held by women in national parliament, as of February (%)",22.5,9,-80
1403,Panama,2021,"Seats held by women in national parliament, as of February (%)",22.5,9,-80
1404,Panama,2022,"Seats held by women in national parliament, as of February (%)",22.5,9,-80
1405,Panama,2023,"Seats held by women in national parliament, as of February (%)",22.5,9,-80
1406,Papua New Guinea,2000,"Seats held by women in national parliament, as of February (%)",1.8,-6,147
1407,Papua New Guinea,2005,"Seats held by women in national parliament, as of February (%)",0.9,-6,147
1408,Papua New Guinea,2010,"Seats held by women in national parliament, as of February (%)",0.9,-6,147
1409,Papua New Guinea,2015,"Seats held by women in national parliament, as of February (%)",2.7,-6,147
1410,Papua New Guinea,2018,"Seats held by women in national parliament, as of February (%)",0,-6,147
1411,Papua New Guinea,2020,"Seats held by women in national parliament, as of February (%)",0,-6,147
1412,Papua New Guinea,2021,"Seats held by women in national parliament, as of February (%)",0,-6,147
1413,Papua New Guinea,2022,"Seats held by women in national parliament, as of February (%)",0,-6,147
1414,Papua New Guinea,2023,"Seats held by women in national parliament, as of February (%)",1.7,-6,147
1415,Paraguay,2000,"Seats held by women in national parliament, as of February (%)",2.5,-23,-58
1416,Paraguay,2005,"Seats held by women in national parliament, as of February (%)",10,-23,-58
1417,Paraguay,2010,"Seats held by women in national parliament, as of February (%)",12.5,-23,-58
1418,Paraguay,2015,"Seats held by women in national parliament, as of February (%)",15,-23,-58
1419,Paraguay,2018,"Seats held by women in national parliament, as of February (%)",13.8,-23,-58
1420,Paraguay,2020,"Seats held by women in national parliament, as of February (%)",16.3,-23,-58
1421,Paraguay,2021,"Seats held by women in national parliament, as of February (%)",15,-23,-58
1422,Paraguay,2022,"Seats held by women in national parliament, as of February (%)",17.5,-23,-58
1423,Paraguay,2023,"Seats held by women in national parliament, as of February (%)",18.8,-23,-58
1424,Peru,2000,"Seats held by women in national parliament, as of February (%)",10.8,-10,-76
1425,Peru,2005,"Seats held by women in national parliament, as of February (%)",18.3,-10,-76
1426,Peru,2010,"Seats held by women in national parliament, as of February (%)",27.5,-10,-76
1427,Peru,2015,"Seats held by women in national parliament, as of February (%)",22.3,-10,-76
1428,Peru,2018,"Seats held by women in national parliament, as of February (%)",27.7,-10,-76
1429,Peru,2020,"Seats held by women in national parliament, as of February (%)",30,-10,-76
1430,Peru,2021,"Seats held by women in national parliament, as of February (%)",26.2,-10,-76
1431,Peru,2022,"Seats held by women in national parliament, as of February (%)",40,-10,-76
1432,Peru,2023,"Seats held by women in national parliament, as of February (%)",38.8,-10,-76
1433,Philippines,2000,"Seats held by women in national parliament, as of February (%)",12.4,13,122
1434,Philippines,2005,"Seats held by women in national parliament, as of February (%)",15.3,13,122
1435,Philippines,2010,"Seats held by women in national parliament, as of February (%)",21,13,122
1436,Philippines,2015,"Seats held by women in national parliament, as of February (%)",27.2,13,122
1437,Philippines,2018,"Seats held by women in national parliament, as of February (%)",29.5,13,122
1438,Philippines,2020,"Seats held by women in national parliament, as of February (%)",28,13,122
1439,Philippines,2021,"Seats held by women in national parliament, as of February (%)",28,13,122
1440,Philippines,2022,"Seats held by women in national parliament, as of February (%)",27.7,13,122
1441,Philippines,2023,"Seats held by women in national parliament, as of February (%)",27.3,13,122
1442,Poland,2000,"Seats held by women in national parliament, as of February (%)",13,52,20
1443,Poland,2005,"Seats held by women in national parliament, as of February (%)",20.2,52,20
1444,Poland,2010,"Seats held by women in national parliament, as of February (%)",20,52,20
1445,Poland,2015,"Seats held by women in national parliament, as of February (%)",24.1,52,20
1446,Poland,2018,"Seats held by women in national parliament, as of February (%)",28,52,20
1447,Poland,2020,"Seats held by women in national parliament, as of February (%)",28.7,52,20
1448,Poland,2021,"Seats held by women in national parliament, as of February (%)",28.3,52,20
1449,Poland,2022,"Seats held by women in national parliament, as of February (%)",28.3,52,20
1450,Poland,2023,"Seats held by women in national parliament, as of February (%)",28.3,52,20
1451,Portugal,2000,"Seats held by women in national parliament, as of February (%)",18.7,39.5,-8
1452,Portugal,2005,"Seats held by women in national parliament, as of February (%)",19.1,39.5,-8
1453,Portugal,2010,"Seats held by women in national parliament, as of February (%)",27.4,39.5,-8
1454,Portugal,2015,"Seats held by women in national parliament, as of February (%)",31.3,39.5,-8
1455,Portugal,2018,"Seats held by women in national parliament, as of February (%)",34.8,39.5,-8
1456,Portugal,2020,"Seats held by women in national parliament, as of February (%)",40,39.5,-8
1457,Portugal,2021,"Seats held by women in national parliament, as of February (%)",40,39.5,-8
1458,Portugal,2022,"Seats held by women in national parliament, as of February (%)",40,39.5,-8
1459,Portugal,2023,"Seats held by women in national parliament, as of February (%)",36.1,39.5,-8
1460,Qatar,2010,"Seats held by women in national parliament, as of February (%)",0,25.5,51.25
1461,Qatar,2015,"Seats held by women in national parliament, as of February (%)",0,25.5,51.25
1462,Qatar,2018,"Seats held by women in national parliament, as of February (%)",9.8,25.5,51.25
1463,Qatar,2020,"Seats held by women in national parliament, as of February (%)",9.8,25.5,51.25
1464,Qatar,2021,"Seats held by women in national parliament, as of February (%)",9.8,25.5,51.25
1465,Qatar,2022,"Seats held by women in national parliament, as of February (%)",4.4,25.5,51.25
1466,Qatar,2023,"Seats held by women in national parliament, as of February (%)",4.4,25.5,51.25
1467,Republic of Korea,2000,"Seats held by women in national parliament, as of February (%)",3.7,,
1468,Republic of Korea,2005,"Seats held by women in national parliament, as of February (%)",13,,
1469,Republic of Korea,2010,"Seats held by women in national parliament, as of February (%)",14.7,,
1470,Republic of Korea,2015,"Seats held by women in national parliament, as of February (%)",16.3,,
1471,Republic of Korea,2018,"Seats held by women in national parliament, as of February (%)",17,,
1472,Republic of Korea,2020,"Seats held by women in national parliament, as of February (%)",17.3,,
1473,Republic of Korea,2021,"Seats held by women in national parliament, as of February (%)",19,,
1474,Republic of Korea,2022,"Seats held by women in national parliament, as of February (%)",18.6,,
1475,Republic of Korea,2023,"Seats held by women in national parliament, as of February (%)",19.1,,
1476,Republic of Moldova,2000,"Seats held by women in national parliament, as of February (%)",8.9,,
1477,Republic of Moldova,2005,"Seats held by women in national parliament, as of February (%)",15.8,,
1478,Republic of Moldova,2010,"Seats held by women in national parliament, as of February (%)",23.8,,
1479,Republic of Moldova,2015,"Seats held by women in national parliament, as of February (%)",20.8,,
1480,Republic of Moldova,2018,"Seats held by women in national parliament, as of February (%)",22.8,,
1481,Republic of Moldova,2020,"Seats held by women in national parliament, as of February (%)",24.8,,
1482,Republic of Moldova,2021,"Seats held by women in national parliament, as of February (%)",24.8,,
1483,Republic of Moldova,2022,"Seats held by women in national parliament, as of February (%)",40.6,,
1484,Republic of Moldova,2023,"Seats held by women in national parliament, as of February (%)",38.6,,
1485,Romania,2000,"Seats held by women in national parliament, as of February (%)",7.3,46,25
1486,Romania,2005,"Seats held by women in national parliament, as of February (%)",11.4,46,25
1487,Romania,2010,"Seats held by women in national parliament, as of February (%)",11.4,46,25
1488,Romania,2015,"Seats held by women in national parliament, as of February (%)",13.7,46,25
1489,Romania,2018,"Seats held by women in national parliament, as of February (%)",20.7,46,25
1490,Romania,2020,"Seats held by women in national parliament, as of February (%)",21.9,46,25
1491,Romania,2021,"Seats held by women in national parliament, as of February (%)",18.5,46,25
1492,Romania,2022,"Seats held by women in national parliament, as of February (%)",19.1,46,25
1493,Romania,2023,"Seats held by women in national parliament, as of February (%)",19.1,46,25
1494,Russian Federation,2000,"Seats held by women in national parliament, as of February (%)",7.7,60,100
1495,Russian Federation,2005,"Seats held by women in national parliament, as of February (%)",9.8,60,100
1496,Russian Federation,2010,"Seats held by women in national parliament, as of February (%)",14,60,100
1497,Russian Federation,2015,"Seats held by women in national parliament, as of February (%)",13.6,60,100
1498,Russian Federation,2018,"Seats held by women in national parliament, as of February (%)",15.8,60,100
1499,Russian Federation,2020,"Seats held by women in national parliament, as of February (%)",15.8,60,100
1500,Russian Federation,2021,"Seats held by women in national parliament, as of February (%)",15.8,60,100
1501,Russian Federation,2022,"Seats held by women in national parliament, as of February (%)",16.2,60,100
1502,Russian Federation,2023,"Seats held by women in national parliament, as of February (%)",16.4,60,100
1503,Rwanda,2000,"Seats held by women in national parliament, as of February (%)",17.1,-2,30
1504,Rwanda,2005,"Seats held by women in national parliament, as of February (%)",48.8,-2,30
1505,Rwanda,2010,"Seats held by women in national parliament, as of February (%)",56.3,-2,30
1506,Rwanda,2015,"Seats held by women in national parliament, as of February (%)",63.8,-2,30
1507,Rwanda,2018,"Seats held by women in national parliament, as of February (%)",61.3,-2,30
1508,Rwanda,2020,"Seats held by women in national parliament, as of February (%)",61.3,-2,30
1509,Rwanda,2021,"Seats held by women in national parliament, as of February (%)",61.3,-2,30
1510,Rwanda,2022,"Seats held by women in national parliament, as of February (%)",61.3,-2,30
1511,Rwanda,2023,"Seats held by women in national parliament, as of February (%)",61.3,-2,30
1512,Saint Kitts and Nevis,2000,"Seats held by women in national parliament, as of February (%)",13.3,17.33,-62.75
1513,Saint Kitts and Nevis,2005,"Seats held by women in national parliament, as of February (%)",0,17.33,-62.75
1514,Saint Kitts and Nevis,2010,"Seats held by women in national parliament, as of February (%)",6.7,17.33,-62.75
1515,Saint Kitts and Nevis,2015,"Seats held by women in national parliament, as of February (%)",6.7,17.33,-62.75
1516,Saint Kitts and Nevis,2018,"Seats held by women in national parliament, as of February (%)",13.3,17.33,-62.75
1517,Saint Kitts and Nevis,2020,"Seats held by women in national parliament, as of February (%)",20,17.33,-62.75
1518,Saint Kitts and Nevis,2021,"Seats held by women in national parliament, as of February (%)",25,17.33,-62.75
1519,Saint Kitts and Nevis,2022,"Seats held by women in national parliament, as of February (%)",25,17.33,-62.75
1520,Saint Kitts and Nevis,2023,"Seats held by women in national parliament, as of February (%)",31.3,17.33,-62.75
1521,Saint Lucia,2000,"Seats held by women in national parliament, as of February (%)",11.1,13.88,-61.13
1522,Saint Lucia,2005,"Seats held by women in national parliament, as of February (%)",11.1,13.88,-61.13
1523,Saint Lucia,2010,"Seats held by women in national parliament, as of February (%)",11.1,13.88,-61.13
1524,Saint Lucia,2015,"Seats held by women in national parliament, as of February (%)",16.7,13.88,-61.13
1525,Saint Lucia,2018,"Seats held by women in national parliament, as of February (%)",16.7,13.88,-61.13
1526,Saint Lucia,2020,"Seats held by women in national parliament, as of February (%)",16.7,13.88,-61.13
1527,Saint Lucia,2021,"Seats held by women in national parliament, as of February (%)",16.7,13.88,-61.13
1528,Saint Lucia,2022,"Seats held by women in national parliament, as of February (%)",11.1,13.88,-61.13
1529,Saint Lucia,2023,"Seats held by women in national parliament, as of February (%)",11.1,13.88,-61.13
1530,Saint Vincent & Grenadines,2000,"Seats held by women in national parliament, as of February (%)",4.8,,
1531,Saint Vincent & Grenadines,2005,"Seats held by women in national parliament, as of February (%)",22.7,,
1532,Saint Vincent & Grenadines,2010,"Seats held by women in national parliament, as of February (%)",21.7,,
1533,Saint Vincent & Grenadines,2015,"Seats held by women in national parliament, as of February (%)",13,,
1534,Saint Vincent & Grenadines,2018,"Seats held by women in national parliament, as of February (%)",13,,
1535,Saint Vincent & Grenadines,2020,"Seats held by women in national parliament, as of February (%)",13,,
1536,Saint Vincent & Grenadines,2021,"Seats held by women in national parliament, as of February (%)",18.2,,
1537,Saint Vincent & Grenadines,2022,"Seats held by women in national parliament, as of February (%)",18.2,,
1538,Saint Vincent & Grenadines,2023,"Seats held by women in national parliament, as of February (%)",18.2,,
1539,Samoa,2000,"Seats held by women in national parliament, as of February (%)",8.2,-13.58,-172.33
1540,Samoa,2005,"Seats held by women in national parliament, as of February (%)",6.1,-13.58,-172.33
1541,Samoa,2010,"Seats held by women in national parliament, as of February (%)",8.2,-13.58,-172.33
1542,Samoa,2015,"Seats held by women in national parliament, as of February (%)",6.1,-13.58,-172.33
1543,Samoa,2018,"Seats held by women in national parliament, as of February (%)",10,-13.58,-172.33
1544,Samoa,2020,"Seats held by women in national parliament, as of February (%)",10,-13.58,-172.33
1545,Samoa,2021,"Seats held by women in national parliament, as of February (%)",10,-13.58,-172.33
1546,Samoa,2022,"Seats held by women in national parliament, as of February (%)",7.8,-13.58,-172.33
1547,Samoa,2023,"Seats held by women in national parliament, as of February (%)",13,-13.58,-172.33
1548,San Marino,2000,"Seats held by women in national parliament, as of February (%)",13.3,43.77,12.42
1549,San Marino,2005,"Seats held by women in national parliament, as of February (%)",16.7,43.77,12.42
1550,San Marino,2010,"Seats held by women in national parliament, as of February (%)",16.7,43.77,12.42
1551,San Marino,2015,"Seats held by women in national parliament, as of February (%)",16.7,43.77,12.42
1552,San Marino,2018,"Seats held by women in national parliament, as of February (%)",26.7,43.77,12.42
1553,San Marino,2020,"Seats held by women in national parliament, as of February (%)",31.7,43.77,12.42
1554,San Marino,2021,"Seats held by women in national parliament, as of February (%)",33.3,43.77,12.42
1555,San Marino,2022,"Seats held by women in national parliament, as of February (%)",33.3,43.77,12.42
1556,San Marino,2023,"Seats held by women in national parliament, as of February (%)",33.3,43.77,12.42
1557,Sao Tome and Principe,2000,"Seats held by women in national parliament, as of February (%)",9.1,1,7
1558,Sao Tome and Principe,2005,"Seats held by women in national parliament, as of February (%)",9.1,1,7
1559,Sao Tome and Principe,2010,"Seats held by women in national parliament, as of February (%)",7.3,1,7
1560,Sao Tome and Principe,2015,"Seats held by women in national parliament, as of February (%)",18.2,1,7
1561,Sao Tome and Principe,2018,"Seats held by women in national parliament, as of February (%)",18.2,1,7
1562,Sao Tome and Principe,2020,"Seats held by women in national parliament, as of February (%)",14.6,1,7
1563,Sao Tome and Principe,2021,"Seats held by women in national parliament, as of February (%)",23.6,1,7
1564,Sao Tome and Principe,2022,"Seats held by women in national parliament, as of February (%)",23.6,1,7
1565,Sao Tome and Principe,2023,"Seats held by women in national parliament, as of February (%)",14.6,1,7
1566,Saudi Arabia,2005,"Seats held by women in national parliament, as of February (%)",0,25,45
1567,Saudi Arabia,2010,"Seats held by women in national parliament, as of February (%)",0,25,45
1568,Saudi Arabia,2015,"Seats held by women in national parliament, as of February (%)",19.9,25,45
1569,Saudi Arabia,2018,"Seats held by women in national parliament, as of February (%)",19.9,25,45
1570,Saudi Arabia,2020,"Seats held by women in national parliament, as of February (%)",19.9,25,45
1571,Saudi Arabia,2021,"Seats held by women in national parliament, as of February (%)",19.9,25,45
1572,Saudi Arabia,2022,"Seats held by women in national parliament, as of February (%)",19.9,25,45
1573,Saudi Arabia,2023,"Seats held by women in national parliament, as of February (%)",19.9,25,45
1574,Senegal,2000,"Seats held by women in national parliament, as of February (%)",12.1,14,-14
1575,Senegal,2005,"Seats held by women in national parliament, as of February (%)",19.2,14,-14
1576,Senegal,2010,"Seats held by women in national parliament, as of February (%)",22.7,14,-14
1577,Senegal,2015,"Seats held by women in national parliament, as of February (%)",42.7,14,-14
1578,Senegal,2018,"Seats held by women in national parliament, as of February (%)",41.8,14,-14
1579,Senegal,2020,"Seats held by women in national parliament, as of February (%)",43,14,-14
1580,Senegal,2021,"Seats held by women in national parliament, as of February (%)",43,14,-14
1581,Senegal,2022,"Seats held by women in national parliament, as of February (%)",42.7,14,-14
1582,Senegal,2023,"Seats held by women in national parliament, as of February (%)",46.1,14,-14
1583,Serbia,2010,"Seats held by women in national parliament, as of February (%)",21.6,44,21
1584,Serbia,2015,"Seats held by women in national parliament, as of February (%)",34,44,21
1585,Serbia,2018,"Seats held by women in national parliament, as of February (%)",34.4,44,21
1586,Serbia,2020,"Seats held by women in national parliament, as of February (%)",37.7,44,21
1587,Serbia,2021,"Seats held by women in national parliament, as of February (%)",39.2,44,21
1588,Serbia,2022,"Seats held by women in national parliament, as of February (%)",40,44,21
1589,Serbia,2023,"Seats held by women in national parliament, as of February (%)",34.8,44,21
1592,Seychelles,2000,"Seats held by women in national parliament, as of February (%)",23.5,-4.58,55.67
1593,Seychelles,2005,"Seats held by women in national parliament, as of February (%)",29.4,-4.58,55.67
1594,Seychelles,2010,"Seats held by women in national parliament, as of February (%)",23.5,-4.58,55.67
1595,Seychelles,2015,"Seats held by women in national parliament, as of February (%)",43.8,-4.58,55.67
1596,Seychelles,2018,"Seats held by women in national parliament, as of February (%)",21.2,-4.58,55.67
1597,Seychelles,2020,"Seats held by women in national parliament, as of February (%)",21.2,-4.58,55.67
1598,Seychelles,2021,"Seats held by women in national parliament, as of February (%)",22.9,-4.58,55.67
1599,Seychelles,2022,"Seats held by women in national parliament, as of February (%)",22.9,-4.58,55.67
1600,Seychelles,2023,"Seats held by women in national parliament, as of February (%)",22.9,-4.58,55.67
1601,Sierra Leone,2000,"Seats held by women in national parliament, as of February (%)",8.8,8.5,-11.5
1602,Sierra Leone,2005,"Seats held by women in national parliament, as of February (%)",14.5,8.5,-11.5
1603,Sierra Leone,2010,"Seats held by women in national parliament, as of February (%)",13.2,8.5,-11.5
1604,Sierra Leone,2015,"Seats held by women in national parliament, as of February (%)",12.4,8.5,-11.5
1605,Sierra Leone,2018,"Seats held by women in national parliament, as of February (%)",12.4,8.5,-11.5
1606,Sierra Leone,2020,"Seats held by women in national parliament, as of February (%)",12.3,8.5,-11.5
1607,Sierra Leone,2021,"Seats held by women in national parliament, as of February (%)",12.3,8.5,-11.5
1608,Sierra Leone,2022,"Seats held by women in national parliament, as of February (%)",12.3,8.5,-11.5
1609,Sierra Leone,2023,"Seats held by women in national parliament, as of February (%)",13,8.5,-11.5
1610,Singapore,2000,"Seats held by women in national parliament, as of February (%)",4.3,1.37,103.8
1611,Singapore,2005,"Seats held by women in national parliament, as of February (%)",16,1.37,103.8
1612,Singapore,2010,"Seats held by women in national parliament, as of February (%)",23.4,1.37,103.8
1613,Singapore,2015,"Seats held by women in national parliament, as of February (%)",25.3,1.37,103.8
1614,Singapore,2018,"Seats held by women in national parliament, as of February (%)",23,1.37,103.8
1615,Singapore,2020,"Seats held by women in national parliament, as of February (%)",24,1.37,103.8
1616,Singapore,2021,"Seats held by women in national parliament, as of February (%)",29.5,1.37,103.8
1617,Singapore,2022,"Seats held by women in national parliament, as of February (%)",29.1,1.37,103.8
1618,Singapore,2023,"Seats held by women in national parliament, as of February (%)",29.1,1.37,103.8
1619,Slovakia,2000,"Seats held by women in national parliament, as of February (%)",12.7,48.67,19.5
1620,Slovakia,2005,"Seats held by women in national parliament, as of February (%)",16.7,48.67,19.5
1621,Slovakia,2010,"Seats held by women in national parliament, as of February (%)",18,48.67,19.5
1622,Slovakia,2015,"Seats held by women in national parliament, as of February (%)",18.7,48.67,19.5
1623,Slovakia,2018,"Seats held by women in national parliament, as of February (%)",20,48.67,19.5
1624,Slovakia,2020,"Seats held by women in national parliament, as of February (%)",20.7,48.67,19.5
1625,Slovakia,2021,"Seats held by women in national parliament, as of February (%)",22.7,48.67,19.5
1626,Slovakia,2022,"Seats held by women in national parliament, as of February (%)",21.3,48.67,19.5
1627,Slovakia,2023,"Seats held by women in national parliament, as of February (%)",22,48.67,19.5
1628,Slovenia,2000,"Seats held by women in national parliament, as of February (%)",7.8,46,15
1629,Slovenia,2005,"Seats held by women in national parliament, as of February (%)",12.2,46,15
